  x-r-uv           y-r-uv    x-s-uv           y-s-uv    x-r-ecd       y-r-ecd    x-s-ecd        y-s-ecd
   253      552.939           253      492.6              253     2.41786          253     -0.199781
   253.2    545.997           253.2    476.523            253.2   2.38724          253.2   -0.190426
   253.4    538.543           253.4    460.416            253.4   2.3544           253.4   -0.181258
   253.6    530.601           253.6    444.32             253.6   2.31943          253.6   -0.172292
   253.8    522.193           253.8    428.273            253.8   2.28245          253.8   -0.163542
   254      513.347           254      412.313            254     2.24356          254     -0.155021
   254.2    504.088           254.2    396.474            254.2   2.20289          254.2   -0.14674
   254.4    494.445           254.4    380.79             254.4   2.16056          254.4   -0.138708
   254.6    484.447           254.6    365.293            254.6   2.11669          254.6   -0.130932
   254.8    474.122           254.8    350.012            254.8   2.07142          254.8   -0.12342
   255      463.502           255      334.976            255     2.02487          255     -0.116176
   255.2    452.616           255.2    320.209            255.2   1.97718          255.2   -0.109205
   255.4    441.496           255.4    305.735            255.4   1.92848          255.4   -0.102508
   255.6    430.172           255.6    291.575            255.6   1.87891          255.6   -0.0960869
   255.8    418.675           255.8    277.748            255.8   1.8286           255.8   -0.0899416
   256      407.036           256      264.27             256     1.77767          256     -0.0840711
   256.2    395.285           256.2    251.156            256.2   1.72627          256.2   -0.078473
   256.4    383.451           256.4    238.419            256.4   1.67452          256.4   -0.0731445
   256.6    371.563           256.6    226.07             256.6   1.62254          256.6   -0.0680814
   256.8    359.65            256.8    214.115            256.8   1.57046          256.8   -0.063279
   257      347.739           257      202.563            257     1.5184           257     -0.0587319
   257.2    335.856           257.2    191.418            257.2   1.46647          257.2   -0.0544339
   257.4    324.028           257.4    180.683            257.4   1.41478          257.4   -0.0503783
   257.6    312.277           257.6    170.359            257.6   1.36343          257.6   -0.0465582
   257.8    300.628           257.8    160.446            257.8   1.31254          257.8   -0.0429658
   258      289.102           258      150.942            258     1.26218          258     -0.0395933
   258.2    277.72            258.2    141.844            258.2   1.21245          258.2   -0.0364325
   258.4    266.5             258.4    133.148            258.4   1.16344          258.4   -0.0334752
   258.6    255.461           258.6    124.848            258.6   1.11521          258.6   -0.0307129
   258.8    244.618           258.8    116.938            258.8   1.06785          258.8   -0.0281369
   259      233.988           259      109.411            259     1.02141          259     -0.0257387
   259.2    223.584           259.2    102.257            259.2   0.975966         259.2   -0.0235096
   259.4    213.417           259.4     95.4685           259.4   0.931556         259.4   -0.0214413
   259.6    203.499           259.6     89.0353           259.6   0.888234         259.6   -0.0195252
   259.8    193.839           259.8     82.9473           259.8   0.84604          259.8   -0.017753
   260      184.445           260       77.1936           260     0.805009         260     -0.0161167
   260.2    175.324           260.2     71.7633           260.2   0.765171         260.2   -0.0146083
   260.4    166.482           260.4     66.6449           260.4   0.726552         260.4   -0.0132201
   260.6    157.923           260.6     61.827            260.6   0.689169         260.6   -0.0119446
   260.8    149.65            260.8     57.2977           260.8   0.653036         260.8   -0.0107746
   261      141.666           261       53.0453           261     0.618164         261     -0.0097032
   261.2    133.971           261.2     49.0579           261.2   0.584556         261.2   -0.00872368
   261.4    126.565           261.4     45.3237           261.4   0.552213         261.4   -0.00782967
   261.6    119.447           261.6     41.8311           261.6   0.52113          261.6   -0.00701508
   261.8    112.617           261.8     38.5684           261.8   0.4913           261.8   -0.00627412
   262      106.07            262       35.5243           262     0.462711         262     -0.00560127
   262.2     99.8043          262.2     32.6875           262.2   0.435349         262.2   -0.00499133
   262.4     93.815           262.4     30.0472           262.4   0.409196         262.4   -0.00443938
   262.6     88.0976          262.6     27.5926           262.6   0.384232         262.6   -0.00394077
   262.8     82.647           262.8     25.3135           262.8   0.360433         262.8   -0.00349117
   263       77.4572          263       23.1997           263     0.337774         263     -0.00308647
   263.2     72.5222          263.2     21.2415           263.2   0.316229         263.2   -0.00272287
   263.4     67.8353          263.4     19.4297           263.4   0.295768         263.4   -0.00239679
   263.6     63.3896          263.6     17.7551           263.6   0.276361         263.6   -0.00210491
   263.8     59.1779          263.8     16.2091           263.8   0.257977         263.8   -0.00184416
   264       55.1928          264       14.7835           264     0.240583         264     -0.00161166
   264.2     51.4265          264.2     13.4704           264.2   0.224146         264.2   -0.00140477
   264.4     47.8714          264.4     12.2622           264.4   0.208631         264.4   -0.00122106
   264.6     44.5197          264.6     11.1518           264.6   0.194005         264.6   -0.00105827
   264.8     41.3633          264.8     10.1324           264.8   0.180232         264.8   -0.000914329
   265       38.3944          265        9.19752          265     0.167279         265     -0.000787345
   265.2     35.605           265.2      8.34109          265.2   0.15511          265.2   -0.00067558
   265.4     32.9873          265.4      7.55738          265.4   0.143691         265.4   -0.000577448
   265.6     30.5336          265.6      6.84096          265.6   0.132989         265.6   -0.000491502
   265.8     28.2361          265.8      6.18676          265.8   0.122969         265.8   -0.000416426
   266       26.0874          266        5.58999          266     0.113598         266     -0.000351028
   266.2     24.0799          266.2      5.04617          266.2   0.104845         266.2   -0.000294223
   266.4     22.2066          266.4      4.55113          266.4   0.0966768        266.4   -0.000245036
   266.6     20.4602          266.6      4.10095          266.6   0.0890636        266.6   -0.000202582
   266.8     18.8341          266.8      3.69198          266.8   0.0819751        266.8   -0.000166068
   267       17.3214          267        3.32082          267     0.0753824        267     -0.000134781
   267.2     15.9159          267.2      2.98431          267.2   0.0692572        267.2   -0.000108081
   267.4     14.6113          267.4      2.67953          267.4   0.0635724        267.4   -8.53953e-05
   267.6     13.4017          267.6      2.40376          267.6   0.058302         267.6   -6.62147e-05
   267.8     12.2812          267.8      2.15448          267.8   0.0534209        267.8   -5.00845e-05
   268       11.2445          268        1.92936          268     0.0489049        268     -3.66012e-05
   268.2     10.2861          268.2      1.72627          268.2   0.0447311        268.2   -2.54072e-05
   268.4      9.40121         268.4      1.54322          268.4   0.0408775        268.4   -1.61864e-05
   268.6      8.58489         268.6      1.3784           268.6   0.0373232        268.6   -8.66022e-06
   268.8      7.83263         268.8      1.23012          268.8   0.0340482        268.8   -2.5835e-06
   269        7.14008         269        1.09687          269     0.0310336        269      2.25867e-06
   269.2      6.50314         269.2      0.977216         269.2   0.0282614        269.2    6.05427e-06
   269.4      5.91793         269.4      0.869884         269.4   0.0257147        269.4    8.96724e-06
   269.6      5.38077         269.6      0.773692         269.6   0.0233775        269.6    1.11401e-05
   269.8      4.8882          269.8      0.687563         269.8   0.0212345        269.8    1.26963e-05
   270        4.43694         270        0.610514         270     0.0192716        270      1.37425e-05
   270.2      4.02394         270.2      0.541652         270.2   0.0174754        270.2    1.43706e-05
   270.4      3.64632         270.4      0.480162         270.4   0.0158332        270.4    1.46591e-05
   270.6      3.30136         270.6      0.425304         270.6   0.0143333        270.6    1.46752e-05
   270.8      2.98655         270.8      0.376408         270.8   0.0129647        270.8    1.44759e-05
   271        2.69951         271        0.332863         271     0.011717         271      1.41095e-05
   271.2      2.43804         271.2      0.294118         271.2   0.0105807        271.2    1.36165e-05
   271.4      2.20009         271.4      0.259675         271.4   0.00954665       271.4    1.30308e-05
   271.6      1.98373         271.6      0.229083         271.6   0.00860663       271.6    1.23805e-05
   271.8      1.78719         271.8      0.201934         271.8   0.00775283       271.8    1.16888e-05
   272        1.60882         272        0.177862         272     0.00697807       272      1.09745e-05
   272.2      1.44708         272.2      0.156537         272.2   0.00627565       272.2    1.02528e-05
   272.4      1.30055         272.4      0.13766          272.4   0.00563939       272.4    9.53592e-06
   272.6      1.16792         272.6      0.120966         272.6   0.00506358       272.6    8.83326e-06
   272.8      1.04798         272.8      0.106214         272.8   0.00454294       272.8    8.15213e-06
   273        0.93961         273        0.0931893        273     0.0040726        273      7.49792e-06
   273.2      0.841782        273.2      0.0816991        273.2   0.00364806       273.2    6.8745e-06
   273.4      0.753545        273.4      0.0715709        273.4   0.00326521       273.4    6.28446e-06
   273.6      0.674029        273.6      0.0626508        273.6   0.00292025       273.6    5.72934e-06
   273.8      0.602434        273.8      0.0548011        273.8   0.0026097        273.8    5.20984e-06
   274        0.538025        274        0.0478988        274     0.00233036       274      4.72599e-06
   274.2      0.480132        274.2      0.0418346        274.2   0.00207932       274.2    4.27727e-06
   274.4      0.428138        274.4      0.036511         274.4   0.00185389       274.4    3.86275e-06
   274.6      0.381482        274.6      0.0318413        274.6   0.00165164       274.6    3.4812e-06
   274.8      0.339652        274.8      0.0277484        274.8   0.00147033       274.8    3.13116e-06
   275        0.302178        275        0.0241638        275     0.00130793       275      2.81101e-06
   275.2      0.268636        275.2      0.021027         275.2   0.00116259       275.2    2.51904e-06
   275.4      0.238638        275.4      0.0182842        275.4   0.00103263       275.4    2.25348e-06
   275.6      0.211831        275.6      0.0158876        275.6   0.000916506      275.6    2.01254e-06
   275.8      0.187895        275.8      0.0137953        275.8   0.000812835      275.8    1.79447e-06
   276        0.16654         276        0.0119699        276     0.000720357      276      1.59754e-06
   276.2      0.147503        276.2      0.0103787        276.2   0.00063793       276.2    1.42007e-06
   276.4      0.130546        276.4      0.00899271       276.4   0.000564519      276.4    1.26048e-06
   276.6      0.115454        276.6      0.00778629       276.6   0.000499191      276.6    1.11724e-06
   276.8      0.102032        276.8      0.006737         276.8   0.000441102      276.8    9.88909e-07
   277        0.0901057       277        0.00582506       277     0.00038949       277      8.74148e-07
   277.2      0.0795156       277.2      0.00503307       277.2   0.00034367       277.2    7.71696e-07
   277.4      0.0701198       277.4      0.00434576       277.4   0.000303022      277.4    6.80386e-07
   277.6      0.06179         277.6      0.00374974       277.6   0.000266991      277.6    5.99134e-07
   277.8      0.054411        277.8      0.00323326       277.8   0.000235077      277.8    5.26945e-07
   278        0.0478793       278        0.00278602       278     0.000206831      278      4.62905e-07
   278.2      0.0421019       278.2      0.00239903       278.2   0.000181851      278.2    4.06175e-07
   278.4      0.0369957       278.4      0.0020644        278.4   0.000159776      278.4    3.55992e-07
   278.6      0.032486        278.6      0.00177526       278.6   0.000140282      278.6    3.11662e-07
   278.8      0.0285062       278.8      0.0015256        278.8   0.000123082      278.8    2.72553e-07
   279        0.0249967       279        0.00131019       279     0.000107915      279      2.38097e-07
   279.2      0.0219041       279.2      0.00112445       279.2   9.45528e-05      279.2    2.07777e-07
   279.4      0.019181        279.4      0.000964406      279.4   8.27881e-05      279.4    1.81131e-07
   279.6      0.0167849       279.6      0.000826605      279.6   7.24378e-05      279.6    1.57742e-07
   279.8      0.0146782       279.8      0.000708035      279.8   6.33385e-05      279.8    1.37235e-07
   280        0.0128272       280        0.000606081      280     5.53448e-05      280      1.19277e-07
   280.2      0.0112021       280.2      0.000518475      280.2   4.83274e-05      280.2    1.03568e-07
   280.4      0.00977634      280.4      0.00044325       280.4   4.21716e-05      280.4    8.98421e-08
   280.6      0.00852634      280.6      0.000378698      280.6   3.67754e-05      280.6    7.78621e-08
   280.8      0.00743123      280.8      0.000323342      280.8   3.20484e-05      280.8    6.74171e-08
   281        0.00647249      281        0.000275904      281     2.79105e-05      281      5.83199e-08
   281.2      0.00563373      281.2      0.000235279      281.2   2.4291e-05       281.2    5.04048e-08
   281.4      0.00490046      281.4      0.000200511      281.4   2.1127e-05       281.4    4.35252e-08
   281.6      0.00425985      281.6      0.000170775      281.6   1.83632e-05      281.6    3.75515e-08
   281.8      0.00370059      281.8      0.000145359      281.8   1.59507e-05      281.8    3.23697e-08
   282        0.00321267      282        0.00012365       282     1.38461e-05      282      2.7879e-08
   282.2      0.00278729      282.2      0.000105119      282.2   1.20115e-05      282.2    2.39911e-08
   282.4      0.00241669      282.4      8.93107e-05      282.4   1.04134e-05      282.4    2.06281e-08
   282.6      0.00209403      282.6      7.58342e-05      282.6   9.02213e-06      282.6    1.77218e-08
   282.8      0.0018133       282.8      6.43526e-05      282.8   7.81181e-06      282.8    1.52126e-08
   283        0.00156922      283        5.45767e-05      283     6.7596e-06       283      1.30482e-08
   283.2      0.00135714      283.2      4.62584e-05      283.2   5.84545e-06      283.2    1.11828e-08
   283.4      0.00117299      283.4      3.91847e-05      283.4   5.05178e-06      283.4    9.57646e-09
   283.6      0.00101319      283.6      3.31733e-05      283.6   4.36316e-06      283.6    8.19448e-09
   283.8      0.000874625     283.8      2.80676e-05      283.8   3.76608e-06      283.8    7.00653e-09
   284        0.000754545     284        2.37339e-05      284     3.24871e-06      284      5.98621e-09
   284.2      0.000650552     284.2      2.00578e-05      284.2   2.8007e-06       284.2    5.1106e-09
   284.4      0.000560549     284.4      1.69412e-05      284.4   2.413e-06        284.4    4.3598e-09
   284.6      0.000482705     284.6      1.43008e-05      284.6   2.07771e-06      284.6    3.71654e-09
   284.8      0.00041542      284.8      1.20649e-05      284.8   1.78793e-06      284.8    3.16586e-09
   285        0.000357299     285        1.01729e-05      285     1.53765e-06      285      2.69482e-09
   285.2      0.000307126     285.2      8.57275e-06      285.2   1.32161e-06      285.2    2.2922e-09
   285.4      0.000263841     285.4      7.22024e-06      285.4   1.13525e-06      285.4    1.94835e-09
   285.6      0.000226522     285.6      6.07771e-06      285.6   9.74587e-07      285.6    1.65491e-09
   285.8      0.000194367     285.8      5.11314e-06      285.8   8.36171e-07      285.8    1.40467e-09
   286        0.000166678     286        4.29928e-06      286     7.16993e-07      286      1.19145e-09
   286.2      0.000142851     286.2      3.61297e-06      286.2   6.14443e-07      286.2    1.00989e-09
   286.4      0.000122358     286.4      3.03456e-06      286.4   5.26255e-07      286.4    8.55422e-10
   286.6      0.000104745     286.6      2.54737e-06      286.6   4.50464e-07      286.6    7.24086e-10
   286.8      8.96152e-05     286.8      2.13723e-06      286.8   3.85367e-07      286.8    6.12504e-10
   287        7.66269e-05     287        1.79217e-06      287     3.29488e-07      287      5.17772e-10
   287.2      6.54838e-05     287.2      1.50201e-06      287.2   2.81551e-07      287.2    4.37403e-10
   287.4      5.59293e-05     287.4      1.25816e-06      287.4   2.40453e-07      287.4    3.69268e-10
   287.6      4.77419e-05     287.6      1.05334e-06      287.6   2.05237e-07      287.6    3.11543e-10
   287.8      4.07301e-05     287.8      8.81398e-07      287.8   1.75081e-07      287.8    2.62673e-10
   288        3.47287e-05     288        7.37137e-07      288     1.49273e-07      288      2.21328e-10
   288.2      2.95951e-05     288.2      6.16166e-07      288.2   1.27198e-07      288.2    1.86372e-10
   288.4      2.52064e-05     288.4      5.14781e-07      288.4   1.08327e-07      288.4    1.56839e-10
   288.6      2.14566e-05     288.6      4.29856e-07      288.6   9.22057e-08      288.6    1.31903e-10
   288.8      1.82546e-05     288.8      3.58757e-07      288.8   7.84403e-08      288.8    1.10863e-10
   289        1.5522e-05      289        2.99265e-07      289     6.66936e-08      289      9.31222e-11
   289.2      1.31913e-05     289.2      2.49512e-07      289.2   5.66752e-08      289.2    7.81726e-11
   289.4      1.12045e-05     289.4      2.07925e-07      289.4   4.81358e-08      289.4    6.55834e-11
   289.6      9.51178e-06     289.6      1.73182e-07      289.6   4.0861e-08       289.6    5.49885e-11
   289.8      8.07048e-06     289.8      1.44173e-07      289.8   3.46672e-08      289.8    4.60778e-11
   290        6.84393e-06     290        1.19963e-07      290     2.93965e-08      290      3.85883e-11
   290.2      5.80071e-06     290.2      9.97693e-08      290.2   2.4914e-08       290.2    3.22971e-11
   290.4      4.91391e-06     290.4      8.2934e-08       290.4   2.11039e-08      290.4    2.70159e-11
   290.6      4.1605e-06      290.6      6.89058e-08      290.6   1.78671e-08      290.6    2.25852e-11
   290.8      3.52076e-06     290.8      5.72226e-08      290.8   1.51188e-08      290.8    1.88703e-11
   291        2.97784e-06     291        4.74973e-08      291     1.27867e-08      291      1.57575e-11
   291.2      2.51734e-06     291.2      3.94059e-08      291.2   1.08087e-08      291.2    1.31507e-11
   291.4      2.12696e-06     291.4      3.26772e-08      291.4   9.13194e-09      291.4    1.0969e-11
   291.6      1.79619e-06     291.6      2.70846e-08      291.6   7.71137e-09      291.6    9.14415e-12
   291.8      1.51609e-06     291.8      2.24385e-08      291.8   6.50848e-09      291.8    7.61867e-12
   292        1.27902e-06     292        1.85806e-08      292     5.49044e-09      292      6.34419e-12
   292.2      1.07847e-06     292.2      1.53788e-08      292.2   4.6293e-09       292.2    5.28002e-12
   292.4      9.08912e-07     292.4      1.27228e-08      292.4   3.90127e-09      292.4    4.39198e-12
   292.6      7.6563e-07      292.6      1.05206e-08      292.6   3.28609e-09      292.6    3.65133e-12
   292.8      6.44613e-07     292.8      8.69557e-09      292.8   2.76654e-09      292.8    3.03396e-12
   293        5.42456e-07     293        7.18384e-09      293     2.32799e-09      293      2.51963e-12
   293.2      4.56263e-07     293.2      5.93222e-09      293.2   1.95799e-09      293.2    2.0914e-12
   293.4      3.83578e-07     293.4      4.89644e-09      293.4   1.64599e-09      293.4    1.73503e-12
   293.6      3.22315e-07     293.6      4.03968e-09      293.6   1.38303e-09      293.6    1.43864e-12
   293.8      2.70704e-07     293.8      3.33134e-09      293.8   1.16152e-09      293.8    1.19227e-12
   294        2.27248e-07     294        2.74597e-09      294     9.75014e-10      294      9.87582e-13
   294.2      1.90677e-07     294.2      2.26246e-09      294.2   8.18065e-10      294.2    8.17617e-13
   294.4      1.59914e-07     294.4      1.86326e-09      294.4   6.86051e-10      294.4    6.76561e-13
   294.6      1.3405e-07      294.6      1.53382e-09      294.6   5.75068e-10      294.6    5.59559e-13
   294.8      1.12317e-07     294.8      1.26208e-09      294.8   4.81811e-10      294.8    4.6256e-13
   295        9.40624e-08     295        1.03803e-09      295     4.03487e-10      295      3.82185e-13
   295.2      7.87379e-08     295.2      8.53381e-10      295.2   3.37737e-10      295.2    3.15621e-13
   295.4      6.58793e-08     295.4      7.01278e-10      295.4   2.8257e-10       295.4    2.60523e-13
   295.6      5.5095e-08      295.6      5.76039e-10      295.6   2.36305e-10      295.6    2.14938e-13
   295.8      4.60548e-08     295.8      4.72965e-10      295.8   1.97523e-10      295.8    1.77244e-13
   296        3.84803e-08     296        3.8817e-10       296     1.6503e-10       296      1.46091e-13
   296.2      3.21368e-08     296.2      3.18443e-10      296.2   1.3782e-10       296.2    1.20355e-13
   296.4      2.68268e-08     296.4      2.61132e-10      296.4   1.15043e-10      296.4    9.91065e-14
   296.6      2.23841e-08     296.6      2.14046e-10      296.6   9.59878e-11      296.6    8.15708e-14
   296.8      1.86687e-08     296.8      1.75377e-10      296.8   8.00525e-11      296.8    6.71064e-14
   297        1.5563e-08      297        1.43636e-10      297     6.67328e-11      297      5.51812e-14
   297.2      1.29682e-08     297.2      1.1759e-10       297.2   5.56045e-11      297.2    4.53543e-14
   297.4      1.08012e-08     297.4      9.62288e-11      297.4   4.63114e-11      297.4    3.72603e-14
   297.6      8.99236e-09     297.6      7.87158e-11      297.6   3.85545e-11      297.6    3.05968e-14
   297.8      7.48314e-09     297.8      6.43641e-11      297.8   3.20828e-11      297.8    2.51136e-14
   298        6.2245e-09      298        5.26079e-11      298     2.66857e-11      298      2.06037e-14
   298.2      5.17531e-09     298.2      4.29819e-11      298.2   2.21869e-11      298.2    1.68962e-14
   298.4      4.3011e-09      298.4      3.51033e-11      298.4   1.84386e-11      298.4    1.38497e-14
   298.6      3.57303e-09     298.6      2.86575e-11      298.6   1.53169e-11      298.6    1.13475e-14
   298.8      2.96693e-09     298.8      2.33862e-11      298.8   1.27183e-11      298.8    9.29323e-15
   299        2.46259e-09     299        1.9077e-11       299     1.05561e-11      299      7.60756e-15
   299.2      2.04312e-09     299.2      1.55558e-11      299.2   8.75773e-12      299.2    6.22496e-15
   299.4      1.69438e-09     299.4      1.26796e-11      299.4   7.26269e-12      299.4    5.09143e-15
   299.6      1.40458e-09     299.6      1.03313e-11      299.6   6.02035e-12      299.6    4.16254e-15
   299.8      1.16386e-09     299.8      8.41466e-12      299.8   4.98844e-12      299.8    3.40167e-15
   300        9.63997e-10     300        6.851e-12        300     4.13169e-12      300      2.7787e-15
   300.2      7.98123e-10     300.2      5.5758e-12       300.2   3.42067e-12      300.2    2.26887e-15
   300.4      6.60519e-10     300.4      4.53626e-12      300.4   2.83085e-12      300.4    1.85181e-15
   300.6      5.46416e-10     300.6      3.68914e-12      300.6   2.34177e-12      300.6    1.51079e-15
   300.8      4.5184e-10      300.8      2.99911e-12      300.8   1.9364e-12       300.8    1.23206e-15
   301        3.73482e-10     301        2.43724e-12      301     1.60056e-12      301      1.00434e-15
   301.2      3.08589e-10     301.2      1.97991e-12      301.2   1.32243e-12      301.2    8.18381e-16
   301.4      2.54868e-10     301.4      1.60781e-12      301.4   1.09219e-12      301.4    6.66582e-16
   301.6      2.10416e-10     301.6      1.30516e-12      301.6   9.01683e-13      301.6    5.42722e-16
   301.8      1.73648e-10     301.8      1.0591e-12       301.8   7.44108e-13      301.8    4.41701e-16
   302        1.43248e-10     302        8.59123e-13      302     6.13828e-13      302      3.59341e-16
   302.2      1.18124e-10     302.2      6.96655e-13      302.2   5.0616e-13       302.2    2.92222e-16
   302.4      9.7368e-11      302.4      5.64711e-13      302.4   4.17214e-13      302.4    2.37547e-16
   302.6      8.0228e-11      302.6      4.57594e-13      302.6   3.43765e-13      302.6    1.93027e-16
   302.8      6.60797e-11     302.8      3.70666e-13      302.8   2.83137e-13      302.8    1.5679e-16
   303        5.44056e-11     303        3.00146e-13      303     2.33112e-13      303      1.27307e-16
   303.2      4.47767e-11     303.2      2.42959e-13      303.2   1.91852e-13      303.2    1.03328e-16
   303.4      3.6838e-11      303.4      1.96599e-13      303.4   1.57835e-13      303.4    8.38341e-17
   303.6      3.02953e-11     303.6      1.59031e-13      303.6   1.298e-13        303.6    6.79922e-17
   303.8      2.49052e-11     303.8      1.28598e-13      303.8   1.06705e-13      303.8    5.51233e-17
   304        2.04665e-11     304        1.03953e-13      304     8.76864e-14      304      4.46734e-17
   304.2      1.68126e-11     304.2      8.40033e-14      304.2   7.20307e-14      304.2    3.61911e-17
   304.4      1.38059e-11     304.4      6.78591e-14      304.4   5.91482e-14      304.4    2.93086e-17
   304.6      1.13327e-11     304.6      5.47993e-14      304.6   4.85519e-14      304.6    2.37263e-17
   304.8      9.29915e-12     304.8      4.42382e-14      304.8   3.98392e-14      304.8    1.92002e-17
   305        7.62772e-12     305        3.57006e-14      305     3.26782e-14      305      1.55319e-17
   305.2      6.25444e-12     305.2      2.88013e-14      305.2   2.67946e-14      305.2    1.256e-17
   305.4      5.12655e-12     305.4      2.32277e-14      305.4   2.19624e-14      305.4    1.01531e-17
   305.6      4.20055e-12     305.6      1.87267e-14      305.6   1.79952e-14      305.6    8.20451e-18
   305.8      3.44058e-12     305.8      1.50929e-14      305.8   1.47393e-14      305.8    6.62757e-18
   306        2.8171e-12      306        1.21604e-14      306     1.20683e-14      306      5.35185e-18
   306.2      2.30579e-12     306.2      9.79449e-15      306.2   9.87778e-15      306.2    4.32019e-18
   306.4      1.88662e-12     306.4      7.88641e-15      306.4   8.08203e-15      306.4    3.48619e-18
   306.6      1.54311e-12     306.6      6.34803e-15      306.6   6.61043e-15      306.6    2.81223e-18
   306.8      1.26171e-12     306.8      5.10814e-15      306.8   5.40491e-15      306.8    2.26778e-18
   307        1.03127e-12     307        4.10914e-15      307     4.41771e-15      307      1.82812e-18
   307.2      8.4262e-13      307.2      3.30449e-15      307.2   3.60957e-15      307.2    1.4732e-18
   307.4      6.88247e-13     307.4      2.65659e-15      307.4   2.94826e-15      307.4    1.18679e-18
   307.6      5.61965e-13     307.6      2.13506e-15      307.6   2.40729e-15      307.6    9.5574e-19
   307.8      4.58698e-13     307.8      1.71539e-15      307.8   1.96491e-15      307.8    7.69418e-19
   308        3.74281e-13     308        1.3778e-15       308     1.60329e-15      308      6.19216e-19
   308.2      3.05297e-13     308.2      1.10631e-15      308.2   1.30779e-15      308.2    4.98173e-19
   308.4      2.48945e-13     308.4      8.88049e-16      308.4   1.06639e-15      308.4    4.00661e-19
   308.6      2.02927e-13     308.6      7.12636e-16      308.6   8.69261e-16      308.6    3.22132e-19
   308.8      1.65361e-13     308.8      5.71703e-16      308.8   7.0834e-16       308.8    2.58911e-19
   309        1.34705e-13     309        4.58506e-16      309     5.77021e-16      309      2.08031e-19
   309.2      1.09696e-13     309.2      3.67614e-16      309.2   4.69893e-16      309.2    1.67097e-19
   309.4      8.93014e-14     309.4      2.94654e-16      309.4   3.8253e-16       309.4    1.34176e-19
   309.6      7.26751e-14     309.6      2.36106e-16      309.6   3.1131e-16       309.6    1.07707e-19
   309.8      5.91253e-14     309.8      1.89137e-16      309.8   2.53268e-16      309.8    8.64321e-20
   310        4.80864e-14     310        1.51468e-16      310     2.05982e-16      310      6.93384e-20
   310.2      3.9096e-14      310.2      1.21267e-16      310.2   1.67471e-16      310.2    5.56082e-20
   310.4      3.17765e-14     310.4      9.70605e-17      310.4   1.36117e-16      310.4    4.45832e-20
   310.6      2.58192e-14     310.6      7.76638e-17      310.6   1.10599e-16      310.6    3.57332e-20
   310.8      2.09722e-14     310.8      6.21261e-17      310.8   8.98364e-17      310.8    2.86314e-20
   311        1.70298e-14     311        4.9683e-17       311     7.29489e-17      311      2.29341e-20
   311.2      1.38243e-14     311.2      3.97212e-17      311.2   5.92177e-17      311.2    1.83651e-20
   311.4      1.12187e-14     311.4      3.1748e-17       311.4   4.80564e-17      311.4    1.47019e-20
   311.6      9.10136e-15     311.6      2.53684e-17      311.6   3.89868e-17      311.6    1.1766e-20
   311.8      7.38141e-15     311.8      2.02652e-17      311.8   3.16193e-17      311.8    9.4136e-21
   312        5.98468e-15     312        1.61842e-17      312     2.56363e-17      312      7.52934e-21
   312.2      4.85079e-15     312.2      1.29216e-17      312.2   2.07791e-17      312.2    6.0205e-21
   312.4      3.93055e-15     312.4      1.03139e-17      312.4   1.68372e-17      312.4    4.81265e-21
   312.6      3.18394e-15     312.6      8.23029e-18      312.6   1.3639e-17       312.6    3.84602e-21
   312.8      2.57839e-15     312.8      6.56589e-18      312.8   1.10451e-17      312.8    3.07267e-21
   313        2.08739e-15     313        5.2367e-18       313     8.94183e-18      313      2.45413e-21
   313.2      1.6894e-15      313.2      4.1755e-18       313.2   7.23697e-18      313.2    1.95956e-21
   313.4      1.36689e-15     313.4      3.32848e-18      313.4   5.85546e-18      313.4    1.56422e-21
   313.6      1.10563e-15     313.6      2.65261e-18      313.6   4.7363e-18       313.6    1.2483e-21
   313.8      8.94048e-16     313.8      2.11343e-18      313.8   3.82995e-18      313.8    9.95909e-22
   314        7.22749e-16     314        1.68342e-18      314     3.09615e-18      314      7.94332e-22
   314.2      5.84104e-16     314.2      1.34056e-18      314.2   2.50224e-18      314.2    6.33384e-22
   314.4      4.71922e-16     314.4      1.06726e-18      314.4   2.02168e-18      314.4    5.04911e-22
   314.6      3.81178e-16     314.6      8.4947e-19       314.6   1.63295e-18      314.6    4.02389e-22
   314.8      3.07797e-16     314.8      6.75953e-19      314.8   1.3186e-18       314.8    3.20599e-22
   315        2.48473e-16     315        5.37747e-19      315     1.06446e-18      315      2.55367e-22
   315.2      2.00528e-16     315.2      4.27693e-19      315.2   8.5907e-19       315.2    2.03353e-22
   315.4      1.61789e-16     315.4      3.40079e-19      315.4   6.93118e-19      315.4    1.61892e-22
   315.6      1.30499e-16     315.6      2.70348e-19      315.6   5.59072e-19      315.6    1.28851e-22
   315.8      1.05231e-16     315.8      2.14863e-19      315.8   4.50827e-19      315.8    1.02527e-22
   316        8.48331e-17     316        1.70724e-19      316     3.63441e-19      316      8.15597e-23
   316.2      6.83705e-17     316.2      1.3562e-19       316.2   2.92915e-19      316.2    6.4864e-23
   316.4      5.50879e-17     316.4      1.07709e-19      316.4   2.36012e-19      316.4    5.1573e-23
   316.6      4.4374e-17      316.6      8.55219e-20      316.6   1.90112e-19      316.6    4.09951e-23
   316.8      3.57343e-17     316.8      6.78892e-20      316.8   1.53098e-19      316.8    3.25786e-23
   317        2.87692e-17     317        5.38794e-20      317     1.23259e-19      317      2.58837e-23
   317.2      2.31556e-17     317.2      4.27508e-20      317.2   9.92091e-20      317.2    2.05595e-23
